id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD102927,2025-07-20,C1880,Douala,Mode,Produit_Mode_49,24.21,2,0.11,7.65,Paiement à la livraison,Instagram Ads,12.99,Livrée,43.0938,15.08283,-5.557170000000001,2025-07,0,2,403.4202
CMD102928,2025-09-22,C0195,Libreville,Maison,Produit_Maison_50,125.34,3,0.1,9.23,Paiement à la livraison,Google Ads,6.17,Livrée,338.418,118.4463,103.04629999999999,2025-09,0,19,4920.4666
CMD102929,2025-11-19,C1074,Cotonou,Mode,Produit_Mode_12,32.25,2,0.08,2.71,Carte,Google Ads,5.52,Livrée,59.34,20.769,12.538999999999998,2025-11,0,5,251.016
CMD102930,2025-08-23,C1660,Abidjan,Mode,Produit_Mode_22,43.54,2,0.1,2.81,Carte,Email,1.28,Retournée,78.372,27.4302,23.3402,2025-08,1,2,212.84159999999997
CMD102931,2025-10-15,C0065,Cotonou,Maison,Produit_Maison_16,118.5,3,0.08,4.06,Carte,Influenceur,14.36,Livrée,327.06,114.47099999999999,96.05099999999999,2025-10,0,14,4274.9402
CMD102932,2025-12-24,C0241,Kinshasa,Mode,Produit_Mode_17,41.4,2,0.1,3.07,Paiement à la livraison,Google Ads,7.19,Livrée,74.52,26.081999999999997,15.821999999999996,2025-12,0,15,5272.0516
CMD102933,2025-09-11,C1220,Douala,Mode,Produit_Mode_1,32.7,3,0.22,4.3,Paiement à la livraison,Instagram Ads,6.31,Annulée,76.51800000000001,26.781300000000005,16.171300000000006,2025-09,0,7,809.769
CMD102934,2025-12-06,C0802,Kinshasa,Mode,Produit_Mode_9,57.43,1,0.24,6.93,Virement,Instagram Ads,8.31,Livrée,43.6468,15.276379999999998,0.036379999999997636,2025-12,0,3,1051.639
CMD102935,2025-07-15,C0309,Dakar,Mode,Produit_Mode_34,43.33,1,0.28,2.99,Carte,Influenceur,6.93,Livrée,31.197599999999998,10.919159999999998,0.999159999999998,2025-07,0,17,5976.9388
CMD102936,2025-12-11,C0587,Kinshasa,Mode,Produit_Mode_15,67.94,1,0.06,4.34,Virement,Instagram Ads,6.13,Livrée,63.86359999999999,22.352259999999994,11.882259999999995,2025-12,0,1,63.86359999999999
CMD102937,2025-08-29,C0244,Dakar,Électronique,Produit_Électronique_38,518.14,2,0.05,4.04,Carte,Email,0.65,Livrée,984.4659999999999,344.56309999999996,339.87309999999997,2025-08,0,14,3213.5221
CMD102938,2025-08-05,C0834,Douala,Électronique,Produit_Électronique_14,453.3,2,0.05,9.3,Mobile Money,Google Ads,4.59,Livrée,861.27,301.44449999999995,287.55449999999996,2025-08,0,1,861.27
CMD102939,2025-12-03,C0302,Kinshasa,Maison,Produit_Maison_18,150.56,3,0.07,6.25,Paiement à la livraison,Email,0.69,Livrée,420.06239999999997,147.02183999999997,140.08183999999997,2025-12,0,17,3134.6522
CMD102940,2025-09-24,C0039,Brazzaville,Mode,Produit_Mode_45,44.07,1,0.1,9.77,Carte,Google Ads,7.8,Livrée,39.663000000000004,13.882050000000001,-3.687949999999998,2025-09,0,18,4123.5878999999995
CMD102942,2025-12-09,C0172,Lomé,Mode,Produit_Mode_28,55.59,3,0.14,6.74,Paiement à la livraison,Google Ads,6.86,Livrée,143.4222,50.19777,36.59777,2025-12,0,19,4020.6321
CMD102943,2025-10-20,C1523,Kinshasa,Mode,Produit_Mode_8,31.99,2,0.25,5.71,Carte,Google Ads,6.35,Retournée,47.985,16.79475,4.73475,2025-10,1,3,202.869
CMD102944,2025-08-02,C0009,Kinshasa,Maison,Produit_Maison_4,56.89,2,0.06,4.36,Mobile Money,Email,1.09,Livrée,106.9532,37.43362,31.98362,2025-08,0,13,4663.2919999999995
CMD102945,2025-11-11,C0739,Libreville,Maison,Produit_Maison_49,171.76,2,0.1,9.69,Carte,Google Ads,3.09,Livrée,309.168,108.2088,95.4288,2025-11,0,4,2767.4526000000005
CMD102946,2025-07-07,C0350,Douala,Maison,Produit_Maison_7,49.78,1,0.01,7.58,Mobile Money,Influenceur,17.4,Livrée,49.2822,17.24877,-7.731229999999998,2025-07,0,17,5553.1116999999995
CMD102947,2025-08-14,C0520,Kinshasa,Électronique,Produit_Électronique_4,318.15,2,0.08,5.24,Virement,Instagram Ads,8.43,Livrée,585.396,204.88859999999997,191.21859999999995,2025-08,0,2,663.486
CMD102948,2025-10-19,C0093,Dakar,Électronique,Produit_Électronique_32,445.38,1,0.1,2.42,Carte,Instagram Ads,11.07,Livrée,400.842,140.29469999999998,126.8047,2025-10,0,15,4226.5799
CMD102950,2025-08-23,C1702,Lomé,Électronique,Produit_Électronique_8,323.11,2,0.05,3.38,Carte,Google Ads,6.91,Livrée,613.909,214.86814999999999,204.57815,2025-08,0,3,1895.6232999999997
CMD102951,2025-08-31,C0283,Dakar,Beauté,Produit_Beauté_50,28.41,3,0.14,5.89,Paiement à la livraison,Instagram Ads,5.76,Retournée,73.29780000000001,25.654230000000002,14.004230000000002,2025-08,1,18,4693.4809000000005
CMD102952,2025-08-19,C0121,Abidjan,Mode,Produit_Mode_27,39.21,2,0.06,7.96,Mobile Money,Email,1.95,Livrée,73.7148,25.800179999999997,15.890179999999997,2025-08,0,16,4838.2753
CMD102953,2025-07-12,C0330,Douala,Mode,Produit_Mode_7,73.92,1,0.24,7.71,Carte,Instagram Ads,12.03,Livrée,56.1792,19.66272,-0.07728000000000002,2025-07,0,24,4848.0006
CMD102954,2025-12-18,C0353,Dakar,Beauté,Produit_Beauté_33,20.58,1,0.1,8.86,Carte,Google Ads,4.8,Livrée,18.522,6.4826999999999995,-7.1773,2025-12,0,22,5303.4014
CMD102955,2025-10-03,C1189,Kinshasa,Électronique,Produit_Maison_19,82.03,2,0.16,8.83,Virement,Instagram Ads,9.95,Livrée,137.8104,48.233639999999994,29.453639999999996,2025-10,0,3,343.6792
CMD102956,2025-11-24,C0008,Abidjan,Électronique,Produit_Électronique_17,566.61,2,0.11,9.24,Paiement à la livraison,Instagram Ads,10.61,Livrée,1008.5658000000001,352.99803,333.14803,2025-11,0,15,3743.7162000000003
CMD102957,2025-11-27,C0825,Lomé,Électronique,Produit_Électronique_50,593.35,1,0.13,3.33,Paiement à la livraison,Instagram Ads,6.89,Livrée,516.2145,180.675075,170.455075,2025-11,0,4,1643.4434999999999
CMD102958,2025-12-07,C0192,Douala,Électronique,Produit_Électronique_6,475.06,3,0.18,6.73,Paiement à la livraison,Instagram Ads,12.67,Livrée,1168.6476000000002,409.02666000000005,389.62666,2025-12,0,18,4735.7006
CMD102959,2025-11-11,C0274,Kinshasa,Maison,Produit_Maison_41,109.13,2,0.03,5.18,Paiement à la livraison,Email,1.5,Livrée,211.7122,74.09926999999999,67.41926999999998,2025-11,0,16,4264.8662
CMD102960,2025-11-23,C0169,Abidjan,Beauté,Produit_Beauté_2,27.62,3,0.06,3.92,Virement,Google Ads,7.64,Livrée,77.88839999999999,27.260939999999994,15.700939999999996,2025-11,0,17,4349.6768999999995
CMD102961,2025-11-06,C1166,Douala,Beauté,Produit_Beauté_12,31.62,2,0.07,4.54,Mobile Money,Influenceur,14.89,Livrée,58.813199999999995,20.584619999999997,1.1546199999999978,2025-11,0,3,904.5294999999999
CMD102962,2025-08-18,C0399,Dakar,Beauté,Produit_Beauté_19,27.61,2,0.08,3.74,Mobile Money,Google Ads,4.07,Livrée,50.8024,17.780839999999998,9.970839999999997,2025-08,0,19,4144.5265
CMD102963,2025-08-06,C0880,Dakar,Mode,Produit_Mode_27,42.0,1,0.21,8.26,Carte,Instagram Ads,14.84,Livrée,33.18,11.613,-11.487,2025-08,0,5,2635.2909
CMD102964,2025-12-07,C1142,Douala,Maison,Produit_Maison_30,162.81,1,0.13,9.29,Carte,Instagram Ads,8.81,Livrée,141.6447,49.575644999999994,31.475644999999993,2025-12,0,3,785.2720999999999
CMD102965,2025-10-15,C0062,Dakar,Électronique,Produit_Électronique_48,370.35,3,0.09,7.1,Mobile Money,Google Ads,7.2,Livrée,1011.0555000000002,353.86942500000004,339.569425,2025-10,0,12,5697.46185
CMD102966,2025-08-25,C0370,Dakar,Mode,Produit_Mode_21,32.06,1,0.1,5.19,Mobile Money,Google Ads,4.52,Livrée,28.854000000000003,10.0989,0.38890000000000047,2025-08,0,17,3317.6285
CMD102967,2025-12-19,C1859,Libreville,Maison,Produit_Maison_34,88.51,1,0.14,4.7,Mobile Money,Instagram Ads,11.01,Livrée,76.1186,26.64151,10.931510000000001,2025-12,0,1,76.1186
CMD102968,2025-08-05,C1149,Kinshasa,Électronique,Produit_Mode_1,33.82,2,0.24,5.52,Virement,Google Ads,3.23,Livrée,51.4064,17.99224,9.242239999999999,2025-08,0,1,51.4064
CMD102969,2025-09-27,C1817,Lomé,Mode,Produit_Mode_45,50.83,2,0.1,2.49,Mobile Money,Email,1.57,Livrée,91.494,32.0229,27.962899999999998,2025-09,0,6,1837.859
CMD102970,2025-11-22,C0699,Cotonou,Maison,Produit_Maison_26,80.35,2,0.05,2.23,Mobile Money,Google Ads,3.33,Retournée,152.665,53.43274999999999,47.872749999999996,2025-11,1,3,224.54389999999998
CMD102971,2025-11-29,C1115,Douala,Maison,Produit_Maison_6,101.47,3,0.03,8.91,Virement,Influenceur,7.41,Livrée,295.2777,103.34719499999999,87.02719499999999,2025-11,0,1,295.2777
CMD102972,2025-11-18,C0193,Cotonou,Électronique,Produit_Électronique_14,548.87,3,0.0,4.49,Carte,Email,1.55,Livrée,1646.6100000000001,576.3135,570.2735,2025-11,0,21,5925.8107
CMD102973,2025-07-04,C0218,Lomé,Électronique,Produit_Électronique_50,380.28,2,0.05,4.52,Mobile Money,Influenceur,11.92,Retournée,722.5319999999999,252.88619999999995,236.44619999999995,2025-07,1,16,5117.3332
CMD102974,2025-08-18,C0642,Kinshasa,Électronique,Produit_Électronique_17,314.5,3,0.08,6.71,Carte,Instagram Ads,12.79,Livrée,868.02,303.80699999999996,284.30699999999996,2025-08,0,4,3419.3584
CMD102975,2025-08-19,C0816,Kinshasa,Mode,Produit_Mode_38,25.79,1,0.07,6.26,Mobile Money,Google Ads,6.58,Livrée,23.984699999999997,8.394644999999999,-4.445355000000001,2025-08,0,2,59.31869999999999
CMD102977,2025-08-12,C0114,Cotonou,Mode,Produit_Mode_39,47.39,1,0.14,5.38,Paiement à la livraison,Google Ads,7.94,Retournée,40.7554,14.264389999999999,0.9443899999999994,2025-08,1,21,8944.8079
CMD102978,2025-10-09,C0797,Dakar,Électronique,Produit_Électronique_8,284.82,2,0.01,2.05,Carte,Influenceur,4.3,Retournée,563.9436,197.38025999999996,191.03025999999994,2025-10,1,1,563.9436
CMD102979,2025-10-08,C0038,Douala,Électronique,Produit_Électronique_40,297.27,1,0.08,5.0,Mobile Money,Influenceur,18.49,Annulée,273.4884,95.72094,72.23094,2025-10,0,15,3787.3995
CMD102980,2025-09-24,C1686,Abidjan,Électronique,Produit_Mode_5,39.78,2,0.17,6.42,Carte,Instagram Ads,13.67,Livrée,66.0348,23.11218,3.0221800000000005,2025-09,0,5,1977.9962
CMD102981,2025-10-05,C0313,Dakar,Beauté,Produit_Beauté_19,22.28,1,0.06,7.65,Carte,Google Ads,7.32,Livrée,20.9432,7.33012,-7.639880000000001,2025-10,0,22,5876.8806
CMD102982,2025-12-09,C1756,Douala,Mode,Produit_Mode_50,25.56,2,0.1,5.95,Paiement à la livraison,Instagram Ads,8.46,Retournée,46.007999999999996,16.1028,1.6927999999999983,2025-12,1,1,46.007999999999996
CMD102983,2025-08-15,C1068,Abidjan,Électronique,Produit_Électronique_42,461.67,1,0.24,4.61,Paiement à la livraison,Instagram Ads,6.69,Livrée,350.86920000000003,122.80422,111.50422,2025-08,0,3,1987.2222
CMD102984,2025-10-14,C0103,Kinshasa,Mode,Produit_Mode_41,40.15,2,0.09,2.65,Mobile Money,Google Ads,4.43,Livrée,73.073,25.575549999999996,18.495549999999998,2025-10,0,16,4261.3331
CMD102985,2025-09-10,C0253,Dakar,Beauté,Produit_Beauté_26,22.05,2,0.09,5.82,Virement,Instagram Ads,11.65,Livrée,40.131,14.04585,-3.424150000000001,2025-09,0,12,1377.9266
CMD102986,2025-08-11,C0229,Kinshasa,Mode,Produit_Mode_49,20.35,2,0.13,7.16,Paiement à la livraison,Google Ads,5.96,Livrée,35.409,12.393149999999999,-0.7268500000000016,2025-08,0,15,4684.198350000001
CMD102988,2025-07-24,C1007,Dakar,Mode,Produit_Mode_25,32.87,3,0.23,4.99,Paiement à la livraison,Email,1.34,Livrée,75.9297,26.575394999999997,20.245395,2025-07,0,6,968.214
CMD102990,2025-09-06,C0268,Douala,Beauté,Produit_Beauté_13,20.32,1,0.08,2.61,Mobile Money,Google Ads,5.77,Livrée,18.6944,6.54304,-1.836959999999999,2025-09,0,14,1756.903
CMD102991,2025-08-21,C0045,Douala,Électronique,Produit_Mode_23,375.34000000000003,1,0.15,6.06,Virement,Email,1.44,Livrée,319.03900000000004,111.66365,104.16365,2025-08,0,14,4615.2246
CMD102993,2025-10-28,C0040,Lomé,Beauté,Produit_Beauté_11,40.52,2,0.04,3.55,Mobile Money,Influenceur,11.38,Livrée,77.7984,27.22944,12.299439999999999,2025-10,0,19,5380.2267
CMD102994,2025-12-21,C0308,Abidjan,Électronique,Produit_Maison_8,375.34000000000003,3,0.1,5.93,Paiement à la livraison,Influenceur,5.4,Livrée,1013.418,354.6963,343.3663,2025-12,0,20,3853.1412
CMD102995,2025-08-26,C0487,Douala,Électronique,Produit_Électronique_9,278.77,1,0.04,7.33,Virement,Email,1.17,Livrée,267.6192,93.66671999999998,85.16671999999998,2025-08,0,4,1618.0105
CMD102996,2025-10-28,C0293,Libreville,Mode,Produit_Mode_8,37.53,3,0.1,9.05,Paiement à la livraison,Influenceur,18.41,Livrée,101.331,35.465849999999996,8.005849999999995,2025-10,0,18,5688.269499999999
CMD102998,2025-09-06,C0371,Douala,Mode,Produit_Mode_4,54.75,3,0.12,3.5,Virement,Instagram Ads,12.75,Livrée,144.54,50.58899999999999,34.33899999999999,2025-09,0,20,7037.9226
CMD102999,2025-08-06,C0602,Kinshasa,Mode,Produit_Mode_28,19.51,2,0.15,3.58,Carte,Instagram Ads,9.66,Livrée,33.167,11.60845,-1.6315500000000007,2025-08,0,2,110.19800000000001
CMD103000,2025-09-09,C0027,Lomé,Mode,Produit_Mode_44,32.29,1,0.16,2.03,Mobile Money,Email,0.91,Livrée,27.1236,9.49326,6.55326,2025-09,0,22,6687.1651999999995
CMD103001,2025-09-03,C0815,Libreville,Électronique,Produit_Électronique_10,272.28,2,0.08,6.9,Carte,Instagram Ads,9.86,Livrée,500.99519999999995,175.34831999999997,158.58831999999995,2025-09,0,5,1145.4355625
CMD103002,2025-10-27,C1023,Abidjan,Mode,Produit_Mode_12,64.12,1,0.27,7.59,Mobile Money,Instagram Ads,12.55,Livrée,46.8076,16.382659999999998,-3.757340000000003,2025-10,0,3,228.1423
CMD103003,2025-07-20,C0082,Brazzaville,Électronique,Produit_Électronique_38,479.52,3,0.06,4.59,Paiement à la livraison,Google Ads,5.65,Livrée,1352.2463999999998,473.2862399999999,463.04623999999995,2025-07,0,23,7351.238149999999
CMD103004,2025-11-15,C0209,Kinshasa,Électronique,Produit_Électronique_34,311.6,2,0.09,9.05,Virement,Google Ads,4.14,Livrée,567.1120000000001,198.4892,185.2992,2025-11,0,13,4203.8433
CMD103005,2025-10-16,C0279,Douala,Mode,Produit_Mode_15,22.39,3,0.15,2.07,Paiement à la livraison,Email,1.83,Livrée,57.0945,19.983074999999996,16.083074999999994,2025-10,0,10,1846.8847
CMD103006,2025-10-18,C0474,Douala,Maison,Produit_Maison_33,83.58,1,0.17,4.75,Carte,Instagram Ads,9.7,Livrée,69.3714,24.279989999999998,9.829989999999999,2025-10,0,1,69.3714
CMD103007,2025-08-15,C0163,Abidjan,Maison,Produit_Maison_15,143.56,3,0.07,4.55,Virement,Influenceur,9.49,Livrée,400.5324,140.18634,126.14634,2025-08,0,17,5556.270799999999
CMD103008,2025-11-24,C1965,Dakar,Maison,Produit_Maison_45,117.09,2,0.16,5.82,Paiement à la livraison,Instagram Ads,11.68,Livrée,196.7112,68.84891999999999,51.34891999999999,2025-11,0,4,1663.208
CMD103009,2025-11-28,C0325,Douala,Maison,Produit_Maison_30,75.59,3,0.1,8.0,Carte,Instagram Ads,5.77,Livrée,204.09300000000002,71.43255,57.66255000000001,2025-11,0,15,3406.9066000000003
CMD103010,2025-10-31,C0824,Douala,Beauté,Produit_Beauté_34,18.23,1,0.07,3.21,Paiement à la livraison,Instagram Ads,13.2,Livrée,16.9539,5.933865,-10.476135,2025-10,0,5,3851.5319999999997
CMD103011,2025-08-07,C0031,Cotonou,Mode,Produit_Mode_25,42.21,2,0.23,8.8,Carte,Instagram Ads,8.28,Livrée,65.0034,22.751189999999998,5.6711899999999975,2025-08,0,17,4571.499
CMD103012,2025-11-16,C0337,Abidjan,Maison,Produit_Maison_15,138.83,1,0.06,7.87,Mobile Money,Email,1.67,Livrée,130.5002,45.67507,36.13507,2025-11,0,18,4247.7403
CMD103013,2025-12-09,C0345,Dakar,Maison,Produit_Maison_44,135.64,2,0.07,9.71,Paiement à la livraison,Influenceur,19.17,Livrée,252.29039999999995,88.30163999999998,59.42163999999998,2025-12,0,14,3620.4825
CMD103014,2025-12-16,C0397,Abidjan,Mode,Produit_Mode_7,40.15,2,0.23,6.63,Paiement à la livraison,Google Ads,7.97,Livrée,61.830999999999996,21.640849999999997,7.040849999999998,2025-12,0,11,2300.4943000000003
CMD103015,2025-12-23,C0291,Kinshasa,Électronique,Produit_Maison_34,103.19,1,0.05,3.96,Carte,Email,0.88,Livrée,98.03049999999999,34.310674999999996,29.470674999999996,2025-12,0,14,2769.4303
CMD103016,2025-12-14,C0356,Douala,Maison,Produit_Maison_21,18.777500000000003,3,0.12,4.69,Mobile Money,Instagram Ads,13.62,Annulée,49.57260000000001,17.35041,-0.9595900000000004,2025-12,0,20,6600.6065
CMD103017,2025-11-23,C0233,Kinshasa,Électronique,Produit_Électronique_36,528.33,1,0.04,3.0,Carte,Google Ads,6.32,Livrée,507.1968,177.51888,168.19888,2025-11,0,12,2746.64325
CMD103018,2025-11-29,C0349,Kinshasa,Beauté,Produit_Beauté_40,9.45,1,0.1,3.62,Paiement à la livraison,Google Ads,5.54,Livrée,8.504999999999999,2.9767499999999996,-6.183250000000001,2025-11,0,25,6918.7771999999995
CMD103020,2025-07-10,C1635,Cotonou,Mode,Produit_Mode_43,58.94,3,0.1,2.8,Mobile Money,Instagram Ads,9.34,Retournée,159.138,55.698299999999996,43.5583,2025-07,1,1,159.138
CMD103021,2025-11-16,C0368,Douala,Mode,Produit_Mode_42,18.74,3,0.28,2.25,Virement,Google Ads,4.77,Livrée,40.4784,14.16744,7.14744,2025-11,0,26,5448.0315
CMD103022,2025-08-03,C0310,Kinshasa,Maison,Produit_Maison_42,162.51,1,0.02,2.28,Carte,Google Ads,3.07,Livrée,159.25979999999998,55.74092999999999,50.39092999999999,2025-08,0,25,6255.4293
CMD103023,2025-07-22,C0231,Douala,Beauté,Produit_Beauté_45,32.38,3,0.02,5.43,Carte,Google Ads,5.42,Livrée,95.19720000000001,33.31902,22.46902,2025-07,0,17,5779.3746
CMD103024,2025-12-15,C0182,Abidjan,Beauté,Produit_Beauté_35,35.96,1,0.06,9.45,Mobile Money,Email,1.88,Livrée,33.8024,11.830839999999998,0.5008399999999993,2025-12,0,19,5449.714999999999
CMD103025,2025-10-11,C0244,Brazzaville,Mode,Produit_Mode_2,63.51,1,0.21,2.41,Mobile Money,Instagram Ads,12.07,Livrée,50.1729,17.560515,3.0805149999999983,2025-10,0,14,3213.5221
CMD103026,2025-12-05,C0194,Dakar,Beauté,Produit_Beauté_47,35.41,3,0.17,9.64,Carte,Instagram Ads,8.61,Livrée,88.17089999999999,30.859814999999994,12.609814999999994,2025-12,0,16,5790.4078
CMD103027,2025-12-08,C0944,Cotonou,Électronique,Produit_Électronique_25,349.42,1,0.09,6.26,Paiement à la livraison,Instagram Ads,8.2,Livrée,317.97220000000004,111.29027,96.83027,2025-12,0,3,375.58970000000005
CMD103028,2025-11-16,C0319,Cotonou,Électronique,Produit_Électronique_33,248.46,2,0.04,2.67,Paiement à la livraison,Influenceur,9.56,Livrée,477.0432,166.96511999999998,154.73512,2025-11,0,13,6041.555
CMD103030,2025-11-10,C0252,Abidjan,Maison,Produit_Maison_42,63.71,2,0.01,6.02,Carte,Google Ads,4.01,Livrée,126.1458,44.15103,34.12103,2025-11,0,15,6297.1065
CMD103031,2025-11-14,C0268,Abidjan,Beauté,Produit_Beauté_44,20.53,1,0.16,6.89,Mobile Money,Instagram Ads,7.6,Retournée,17.2452,6.03582,-8.45418,2025-11,1,14,1756.903
CMD103032,2025-12-08,C0755,Douala,Maison,Produit_Maison_2,175.03,1,0.04,8.26,Virement,Email,1.07,Annulée,168.0288,58.81007999999999,49.480079999999994,2025-12,0,2,190.73309999999998
CMD103033,2025-12-17,C0738,Kinshasa,Beauté,Produit_Beauté_25,27.06,1,0.06,4.39,Paiement à la livraison,Instagram Ads,14.89,Livrée,25.4364,8.90274,-10.37726,2025-12,0,1,25.4364
CMD103034,2025-12-06,C0233,Douala,Beauté,Produit_Beauté_11,23.48,2,0.0,4.27,Carte,Google Ads,3.79,Livrée,46.96,16.436,8.376000000000001,2025-12,0,12,2746.64325
CMD103035,2025-09-10,C0360,Douala,Maison,Produit_Maison_18,62.34,1,0.09,7.53,Virement,Google Ads,6.85,Livrée,56.729400000000005,19.85529,5.475289999999999,2025-09,0,15,4893.2763
CMD103036,2025-09-03,C0268,Abidjan,Mode,Produit_Mode_13,54.06,2,0.21,3.34,Paiement à la livraison,Influenceur,4.1,Livrée,85.41480000000001,29.895180000000003,22.455180000000006,2025-09,0,14,1756.903
CMD103037,2025-08-05,C0313,Cotonou,Beauté,Produit_Beauté_41,10.02,3,0.03,4.2,Mobile Money,Influenceur,19.35,Livrée,29.158199999999997,10.205369999999998,-13.344630000000002,2025-08,0,22,5876.8806
CMD103038,2025-08-04,C1514,Kinshasa,Maison,Produit_Maison_26,95.3,3,0.05,5.51,Virement,Instagram Ads,10.08,Livrée,271.60499999999996,95.06174999999998,79.47174999999997,2025-08,0,4,517.0941
CMD103039,2025-08-26,C0398,Kinshasa,Électronique,Produit_Électronique_22,422.92,1,0.04,6.32,Carte,Google Ads,5.68,Livrée,406.0032,142.10111999999998,130.10111999999998,2025-08,0,13,2892.93325
CMD103040,2025-10-12,C0040,Kinshasa,Électronique,Produit_Électronique_12,311.14,2,0.14,3.89,Virement,Instagram Ads,8.29,Livrée,535.1608,187.30628,175.12628,2025-10,0,19,5380.2267
CMD103041,2025-11-14,C1479,Kinshasa,Mode,Produit_Mode_12,48.62,2,0.14,7.26,Paiement à la livraison,Email,1.98,Livrée,83.62639999999999,29.269239999999993,20.02923999999999,2025-11,0,3,963.4265
CMD103042,2025-09-26,C0294,Libreville,Électronique,Produit_Électronique_45,476.82,1,0.09,4.22,Mobile Money,Email,1.48,Livrée,433.9062,151.86717,146.16717,2025-09,0,13,2465.1682
CMD103044,2025-08-27,C1924,Kinshasa,Maison,Produit_Maison_24,135.57,3,0.21,4.97,Paiement à la livraison,Instagram Ads,12.63,Livrée,321.3009,112.455315,94.855315,2025-08,0,1,321.3009
CMD103045,2025-10-02,C0330,Douala,Beauté,Produit_Beauté_36,30.86,2,0.03,6.27,Paiement à la livraison,Influenceur,18.23,Livrée,59.868399999999994,20.953939999999996,-3.546060000000004,2025-10,0,24,4848.0006
CMD103046,2025-09-22,C0164,Libreville,Mode,Produit_Mode_17,58.72,3,0.06,2.57,Virement,Google Ads,4.01,Livrée,165.5904,57.95663999999999,51.376639999999995,2025-09,0,14,2104.9479
CMD103047,2025-08-27,C0156,Kinshasa,Mode,Produit_Mode_44,40.71,3,0.19,9.88,Carte,Influenceur,12.21,Livrée,98.92530000000001,34.623855,12.533854999999996,2025-08,0,23,7029.902
CMD103048,2025-11-09,C0152,Abidjan,Maison,Produit_Maison_31,207.54,1,0.28,4.61,Carte,Instagram Ads,8.83,Livrée,149.4288,52.300079999999994,38.860079999999996,2025-11,0,15,3911.1510000000003
CMD103050,2025-08-30,C0019,Abidjan,Beauté,Produit_Beauté_14,14.3,1,0.12,3.68,Virement,Instagram Ads,5.43,Livrée,12.584000000000001,4.4044,-4.7056000000000004,2025-08,0,14,3039.6736
CMD103051,2025-10-09,C0166,Dakar,Mode,Produit_Mode_21,40.15,3,0.3,6.79,Carte,Instagram Ads,14.07,Livrée,84.31499999999998,29.510249999999992,8.650249999999993,2025-10,0,16,3322.9825
CMD103052,2025-09-22,C0110,Douala,Beauté,Produit_Beauté_27,25.005000000000003,1,0.11,3.29,Mobile Money,Instagram Ads,14.68,Livrée,22.254450000000002,7.7890575,-10.1809425,2025-09,0,14,4045.91125
CMD103053,2025-10-30,C1946,Kinshasa,Électronique,Produit_Électronique_28,573.31,2,0.28,5.21,Mobile Money,Instagram Ads,13.28,Livrée,825.5663999999999,288.94823999999994,270.45824,2025-10,0,1,825.5663999999999
CMD103054,2025-10-23,C0093,Brazzaville,Électronique,Produit_Électronique_10,327.53,3,0.16,7.76,Virement,Instagram Ads,10.69,Retournée,825.3755999999998,288.88145999999995,270.43145999999996,2025-10,1,15,4226.5799
CMD103055,2025-12-26,C1643,Dakar,Maison,Produit_Maison_3,152.32,2,0.01,7.28,Carte,Email,1.9,Livrée,301.5936,105.55775999999999,96.37775999999998,2025-12,0,3,791.854
CMD103056,2025-09-29,C0196,Kinshasa,Électronique,Produit_Électronique_45,364.77,1,0.05,8.13,Carte,Influenceur,18.17,Livrée,346.5315,121.286025,94.986025,2025-09,0,19,5363.800475
CMD103057,2025-11-29,C0287,Kinshasa,Maison,Produit_Maison_49,93.27,2,0.05,9.68,Mobile Money,Google Ads,3.77,Livrée,177.213,62.02454999999999,48.57454999999999,2025-11,0,14,3489.5337
CMD103058,2025-10-31,C0184,Dakar,Mode,Produit_Mode_26,34.86,2,0.22,2.0,Virement,Google Ads,6.53,Livrée,54.3816,19.033559999999998,10.503559999999997,2025-10,0,20,8547.39695
CMD103059,2025-08-11,C1915,Dakar,Électronique,Produit_Électronique_27,518.18,2,0.08,8.7,Paiement à la livraison,Email,1.83,Livrée,953.4512,333.70791999999994,323.17792,2025-08,0,3,1504.8005
CMD103060,2025-07-15,C1769,Kinshasa,Électronique,Produit_Électronique_49,452.68,2,0.08,2.18,Paiement à la livraison,Google Ads,5.75,Livrée,832.9312000000001,291.52592000000004,283.59592000000004,2025-07,0,3,932.9256000000001
CMD103061,2025-10-24,C0143,Kinshasa,Maison,Produit_Maison_9,119.76,2,0.01,5.15,Mobile Money,Influenceur,9.65,Livrée,237.12480000000002,82.99368,68.19367999999999,2025-10,0,18,3458.8683
CMD103062,2025-11-04,C1044,Dakar,Maison,Produit_Maison_35,95.38,3,0.14,4.9,Virement,Instagram Ads,14.49,Livrée,246.0804,86.12813999999999,66.73813999999999,2025-11,0,1,246.0804
CMD103063,2025-12-09,C0301,Abidjan,Maison,Produit_Maison_21,79.32,3,0.01,2.98,Virement,Influenceur,16.7,Livrée,235.58039999999997,82.45313999999999,62.773139999999984,2025-12,0,12,2673.7838
CMD103064,2025-12-30,C0589,Kinshasa,Maison,Produit_Maison_20,119.76,3,0.05,6.88,Mobile Money,Google Ads,3.46,Livrée,341.31600000000003,119.4606,109.12060000000001,2025-12,0,6,1914.2327
